Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source,
Doxorubicin,An anthracycline antibiotic with antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C456,
BI 2536,"A small molecule compound with potential antineoplastic activities. BI 2536 binds to and inhibits Polo-like kinase 1 (Plk1), resulting in mitotic arrest, disruption of cytokinesis, and apoptosis in susceptible tumor cell populations.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C49091,
Bortezomib,"A dipeptide boronic acid analogue with antineoplastic activity. Bortezomib reversibly inhibits the 26S proteasome, a large protease complex that degrades ubiquinated proteins.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C1851,
Carfilzomib,"An epoxomicin derivate with potential antineoplastic activity. Carfilzomib irreversibly binds to and inhibits the chymotrypsin-like activity of the 20S catalytic core subunit of the proteasome, a protease complex responsible for degrading a large variety of cellular proteins.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C52196,
Culture Medium,"A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C85504,
CPD22,"A novel ILK inhibitor, which exhibit[s] high in vitro potency against a panel of prostate and breast cancer cell lines.",,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/pubmed/21823616,
Crizotinib,An orally available aminopyridine-based inhibitor of the receptor tyrosine kinase anaplastic lymphoma kinase (ALK) and the c-Met/hepatocyte growth factor receptor (HGFR) with antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C74061,
Curcumin,"A phytopolylphenol pigment isolated from the plant Curcuma longa, commonly known as turmeric, with a variety of pharmacologic properties.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C401,
Daratumumab,A fully human monoclonal antibody directed against the cell surface glycoprotein CD-38 with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C74007,
Defactinib,"An orally bioavailable, small-molecule focal adhesion kinase (FAK) inhibitor with potential antiangiogenic and antineoplastic activities.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C79809,
Dexamethasone,A synthetic adrenal corticosteroid with potent anti-inflammatory properties.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C422,
Dinaciclib,"A pyrazolo[1,5-a]pyrimidine with potential antineoplastic activity. Dinaciclib selectively inhibits cyclin dependent kinases CDK1, CDK2, CDK5, and CDK9.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C78854,
DMSO,A highly polar organic liquid that is used widely as a chemical solvent and a free radical scavenger.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C437,
GGTI-2418,A potent and selective peptidomimetic inhibitor of geranylgeranyltransferase I (GGTI).,,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/pubmed/19204084,
INCB054329,An inhibitor of the Bromodomain and Extra-Terminal (BET) family of bromodomain-containing proteins with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C121948,
IRAK-1/4 Inhibitor,Interleukin-1 Receptor-Associated-Kinase-1/4 Inhibitor.,,,,FALSE,secondCompoundName,,https://pubchem.ncbi.nlm.nih.gov/compound/IRAK-1_4_Inhibitor,
IgG,An immunoglobulin isotype (subclass) that characterizes secondary immune responses.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C568,
Ixazomib,"An active metabolite of MLN9708, a second generation, boron containing peptide proteasome inhibitor (PI) with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C97940,
Selinexor,"An orally available, small molecule inhibitor of CRM1 (chromosome region maintenance 1 protein, exportin 1 or XPO1), with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C102546,
Lenalidomide,A thalidomide analog with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C2668,
MA7-038,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
Melphalan,A phenylalanine derivative of nitrogen mustard with antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C633,
MK2206,An orally bioavailable allosteric inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C90581,
MTI-101,MTI-101 (cyclized HYD1) binds a CD44 containing complex.,,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/pubmed/24048737,
Panobinostat,A cinnamic hydroxamic acid analogue with potential antineoplastic activity. Panobinostat selectively inhibits histone deacetylase (HDAC).,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C66948,
Pomalidomide,"An orally bioavailable derivative of thalidomide with potential immunomodulating, antiangiogenic and antineoplastic activities.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C72560,
Ponatinib,An orally bioavailable multitargeted receptor tyrosine kinase (RTK) inhibitor with potential antiangiogenic and antineoplastic activities.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C95777,
Ricolinostat,"An orally bioavailable, specific inhibitor of histone deacetylase 6 (HDAC6) with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C96431,
Silmitasertib,Silmitasertib selectively binds to and inhibits the enzyme casein kinase II (CK2),,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C98054,
SNS-032,A small aminothiazole molecule and cyclin dependent kinase (CDK) inhibitor with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C62523,
SR-3029,Highly selective casein kinase 1delta/1epsilon inhibitor with potent antiproliferative properties.,,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/mesh/67585785,
THZ1,A low nanomolar inhibitor of cell proliferation and biochemical CDK7 activity.,,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4244910/,
UMI-77,An Mcl-1 inhibitor.,,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/mesh/2003359,
Volasertib,A dihydropteridinone Polo-like kinase 1 (Plk1) inhibitor with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C79844,
Fimepinostat,"An orally bioavailable inhibitor of both phosphoinositide 3-kinase (PI3K) class I and pan histone deacetylase (HDAC) enzymes, with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C104008,
Brigatinib,An orally available inhibitor of receptor tyrosine kinases anaplastic lymphoma kinase (ALK) and the epidermal growth factor receptor (EGFR) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C98831,
Omipalisib,A small-molecule pyridylsulfonamide inhibitor of phosphatidylinositol 3-kinase (PI3K) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C88270,
Simvastatin,A lipid-lowering agent derived synthetically from a fermentation product of the fungus Aspergillus terreus.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C29454,
Dasatinib,An orally bioavailable synthetic small molecule-inhibitor of SRC-family protein-tyrosine kinases.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C38713,
Sapanisertib,An orally bioavailable inhibitor of raptor-mTOR (TOR complex 1 or TORC1) and rictor-mTOR (TOR complex 2 or TORC2) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C90548,
AR-42,"An orally available phenylbutyrate-derived histone deacetylase (HDAC) inhibitor, with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C116850,
Axitinib,http://purl.obolibrary.org/obo/NCIT_C38718,,,,FALSE,secondCompoundName,,An orally bioavailable tyrosine kinase inhibitor.,
Selumetinib,"An orally active, small molecule with potential antineoplastic activity. Selumetinib is an ATP-independent inhibitor of mitogen-activated protein kinase kinase (MEK or MAPK/ERK kinase) 1 and 2.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C66939,
Lapatinib,"A synthetic, orally-active quinazoline with potential antineoplastic properties. Lapatinib reversibly blocks phosphorylation of the epidermal growth factor receptor (EGFR), ErbB2, and the Erk-1 and-2 and AKT kinases; it also inhibits cyclin D protein levels in human tumor cell lines and xenografts",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C26653,
Vistusertib,An orally bioavailable inhibitor of the mammalian target of rapamycin (mTOR) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C88329,
Ganetespib,A synthetic small-molecule inhibitor of heat shock protein 90 (Hsp90) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C77872,
Galunisertib,"An orally available, small molecule antagonist of the tyrosine kinase transforming growth factor-beta (TGF-b) receptor type 1 (TGFBR1), with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C116891,
GDC-0941 Bismesylate,"The orally bioavailable bismesylate salt of a potent small-molecule thieno[3,2-d]pyrimidine inhibitor of the class I phosphatidylinositol 3 kinase (PI3K) isoforms p100alpha and p100delta with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C82380,
Vismodegib,"An orally bioavailable small molecule with potential antineoplastic activity. Hedgehog antagonist GDC-0449 targets the Hedgehog signaling pathway, blocking the activities of the Hedgehog-ligand cell surface receptors PTCH and/or SMO and suppressing Hedgehog signaling. ",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C74038,
AR-12,"An orally bioavailable, small-molecule, celecoxib-derived inhibitor of phosphoinositide-dependent kinase-1 (PDK1) with potential antineoplastic activity. Devoid of any COX inhibiting activity, PDK1 inhibitor AR-12 binds to and inhibits the phosphorylation of 3-phosphoinositide-dependent kinase-1 (PDK-1).",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C88271,
Everolimus,A derivative of the natural macrocyclic lactone sirolimus with immunosuppressant and anti-angiogenic properties.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C48387,
Vorinostat,"A synthetic hydroxamic acid derivative with antineoplastic activity. Vorinostat, a second generation polar-planar compound, binds to the catalytic domain of the histone deacetylases (HDACs).",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C1796,
Perifosine,"An orally active alkyl-phosphocholine compound with potential antineoplastic activity. Targeting cellular membranes, perifosine modulates membrane permeability, membrane lipid composition, phospholipid metabolism, and mitogenic signal transduction, resulting in cell differentiation and inhibition of cell growth.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C1727,
Trametinib,An orally bioavailable inhibitor of mitogen-activated protein kinase kinase (MEK MAPK/ERK kinase) with potential antineoplastic activity.,,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C77908,
GDC-0980,"An orally available agent targeting phosphatidylinositol 3 kinase (PI3K) and mammalian target of rapamycin (mTOR) kinase in the PI3K/mTOR signaling pathway, with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C91731,
secondCompoundName,,"PD0325901, A-1210477, ABBVIE1, ABBVIE2, ABBVIE3, ABBVIE4, ABBVIE5, ABBVIE6, ABBVIE7, ABBVIE8, Venetoclax, Doxorubicin, BI 2536, Bortezomib, Carfilzomib, Culture Medium, CPD22, Crizotinib, Curcumin, Daratumumab, Defactinib, Dexamethasone, Dinaciclib, DMSO, GGTI-2418, INCB054329, IRAK-1/4 Inhibitor, IgG, Ixazomib, Selinexor, Lenalidomide, MA7-038, Melphalan, MK2206, MTI-101, Panobinostat, Pomalidomide, Ponatinib, Ricolinostat, Silmitasertib, SNS-032, SR-3029, THZ1, UMI-77, Volasertib, Fimepinostat, Brigatinib, Omipalisib, Simvastatin, Dasatinib, Sapanisertib, AR-42, Axitinib, Selumetinib, Lapatinib, Vistusertib, Ganetespib, Galunisertib, GDC-0941 Bismesylate, Vismodegib, AR-12, Everolimus, Vorinostat, Perifosine, Trametinib, GDC-0980",,,TRUE,compoundScreen,,,
singleMolecule,An experiment in which a single molecule was used in an assay,,,,FALSE,drugScreenType,,,
smallMoleculeLibraryScreen,"High throughput sample analysis of small molecules for purpose such as drug discovery, or biochemical, genetic or pharmacological tests.",,,,FALSE,drugScreenType,, http://purl.obolibrary.org/obo/ERO_0001726,
combinationLibraryScreen,High throughput sample analysis of collections of compounds that provide a variety of chemically diverse structures that can be used to identify structure types that have affinity with pharmacological targets.,,,,FALSE,drugScreenType,,http://purl.obolibrary.org/obo/ERO_0001686,
combinationScreen,,,,,FALSE,drugScreenType,,,
drugScreenType,String describing general class of drug screen,"singleMolecule, smallMoleculeLibraryScreen, combinationLibraryScreen, combinationScreen",,,TRUE,compoundScreen,,,
compoundDose,,,,,TRUE,compoundScreen,,,
compoundDoseUnit,,,,,TRUE,compoundScreen,,,
secondCompoundDose,,,,,TRUE,compoundScreen,,,
secondCompoundDoseUnit,,,,,TRUE,compoundScreen,,,
compoundDoseRange,The minimum and maximum values of a treatment range, e.g. 1-25,,,,TRUE,compoundScreen,,
curatedData,,,,,FALSE,,,,
curatedDataSource,The database or curator of the curated data.,,,,TRUE,curatedData,,,
reference sequence,Syntactic sequences that has a role as reference of an annotation.,,,,FALSE,curatedDataType,,http://rdf.biosemantics.org/ontologies/rsa#ReferenceSequence,
gene symbol,A unique gene name approved by an organism specific nomenclature committee.,,,,FALSE,curatedDataType,,http://purl.obolibrary.org/obo/NCIT_C43568,
clinical data,Data obtained through patient examination or treatment.,,,,FALSE,curatedDataType,,http://purl.obolibrary.org/obo/NCIT_C15783,
gene function,A term that expresses the function of a gene product.,,,,FALSE,curatedDataType,,http://purl.obolibrary.org/obo/NCIT_C48933,
chemical descriptor,"A chemical descriptor is a data item (quantity or value) about a chemical entity that conforms to a specification for how it is calculated, measured or recorded.",,,,FALSE,curatedDataType,,http://semanticscience.org/resource/CHEMINF_000123,
curatedDataType,The type of information being curated.,"reference sequence, gene symbol, clinical data, gene function, chemical descriptor",,,TRUE,curatedData,,,
GRCh38,Genome Reference Consortium Human Build 38,,,,FALSE,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001405.26,
GRCh37,Genome Reference Consortium Human Build 37,,,,FALSE,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001405.13/,
MMUL1.0,Ensembl preliminary assembly Macaca mulatta,,,,FALSE,referenceSet,,https://jul2016.archive.ensembl.org/Macaca_mulatta/Info/Index,
HRC,Human haplotype reference panel,,,,FALSE,referenceSet,,http://www.haplotype-reference-consortium.org,
referenceSet,"A set of references (e.g., canonical assembled contigs) which defines a common coordinate space for comparing reference-aligned experimental data.","GRCh38, GRCh37, MMUL1.0, HRC",,,TRUE,curatedData,,,
